3	93	4.0
5	97	4.0
3	83	3.2
2	91	4.0
3	82	3.2
4	80	3.2
2	90	4.0
2	72	2.2
1	88	3.7
3	95	4.0
2	89	3.7
5	83	3.2
5	75	2.7
1	89	3.7
4	94	4.0
1	86	3.7
2	92	4.0
2	84	3.2
3	85	3.2
3	70	2.2
5	87	3.7
3	96	4.0
1	86	3.7
1.5	85	3.2
2	85	3.2
5	96	4.0
2	94	4.0
2	98	4.0
3	82	3.2
3	94	4.0
1.5	85	3.2
5	90	4.0
4	88	3.7
3	86	3.7
1	90	4.0
4	94	4.0
2	91	4.0
2	84	3.2
4	86	3.7
5	96	4.0
4	86	3.7
4	85	3.2
4	88	3.7
2	85	3.2
3	86	3.7
3	88	3.7
5	95	4.0
5	89	3.7
3	87	3.7
3	71	2.2
5	97	4.0
2	82	3.2
