what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1305001498734
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1305001498750
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1305001498765
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1305001498781
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1305001498796
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1305001498828
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1305001498890
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1305001498921
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1305001498953
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1305001498984
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1305001499000
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1305001499015
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1305001499015
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1305001499046
started,bundle,org.eclipse.jdt.apt.core,3.3.401.R36_v20100727-0110,"org.eclipse.jdt.apt.core",1305001499062
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1305001499078
started,bundle,org.eclipse.jdt.core,3.6.1.v_A68_R36x,"org.eclipse.jdt.core",1305001499109
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1305001499109
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1305001499140
started,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1305001499140
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1305001499187
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1305001499234
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1305001499281
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1305001499281
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1305001499296
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1305001499343
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1305001499406
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1305001499406
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1305001499484
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1305001499500
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1305001499515
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1305001499578
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1305001499640
os,sysinfo,,,"win32",1305001499656
arch,sysinfo,,,"x86",1305001499656
ws,sysinfo,,,"win32",1305001499656
locale,sysinfo,,,"zh_CN",1305001499656
processors,sysinfo,,,"2",1305001499656
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1305001499656
java.runtime.version,sysinfo,,,"1.6.0_10-rc2-b32",1305001499656
java.specification.name,sysinfo,,,"Java Platform API Specification",1305001499656
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1305001499656
java.specification.version,sysinfo,,,"1.6",1305001499656
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1305001499656
java.version,sysinfo,,,"1.6.0_10-rc2",1305001499656
java.vm.info,sysinfo,,,"mixed mode",1305001499656
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1305001499656
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1305001499656
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1305001499656
java.vm.specification.version,sysinfo,,,"1.0",1305001499656
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1305001499656
java.vm.version,sysinfo,,,"11.0-b15",1305001499656
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1305001499828
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1305001500031
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1305001500125
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1305001500281
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1305001500390
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1305001500453
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1305001500843
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1305001500875
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1305001500906
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1305001501187
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1305001501234
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1305001501984
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1305001502031
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1305001502125
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1305001502171
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1305001502359
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305001519781
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305001557703
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305001563890
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305001563890
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305001564078
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305001568515
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1305001631046
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1305001631375
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1305001632140
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305001635531
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305001647281
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1305001647562
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305001650968
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305001653187
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305001653500
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305001653625
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305001655171
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305001655171
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305001655875
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305001658312
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305001735562
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305001741656
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305001741656
