what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305341078796
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305341078796
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305341078968
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305341086000
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305341089468
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305341098359
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305341105843
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305341170812
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305341176671
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305341179109
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305341179750
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305341181125
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305341186968
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305341254390
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305341348109
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305341348109
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305341348296
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305341447093
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1305341600250
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305341672343
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305341680640
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305341795140
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305341795140
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305341795328
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305341797750
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305341826312
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305341826312
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305341826500
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305341827531
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305341828296
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305341831046
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305341899312
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305341899312
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305341899578
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305341938437
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305342067109
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305342078515
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305342082859
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305342082859
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305342083078
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305342084531
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305342097921
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305342236000
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305342240281
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305342245640
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305342246453
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305342251859
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305342252656
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305342254015
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305342257515
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305342258500
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305342260703
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305342264656
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305342278078
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1305342281812
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1305342282734
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1305342282750
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1305342282765
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1305344724875
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1305344724875
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1305344724890
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1305344724890
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1305344724921
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1305344724921
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1305344724937
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1305344724937
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1305344724937
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1305344724937
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1305344724937
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1305344724968
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1305344724968
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1305344724968
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1305344724968
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1305344724984
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1305344724984
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1305344724984
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1305344724984
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1305344724984
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1305344724984
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1305344724984
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1305344724984
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1305344724984
started,bundle,org.eclipse.equinox.p2.core,2.0.2.R36x_v20100804,"org.eclipse.equinox.p2.core",1305344724984
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1305344724984
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1305344725000
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1305344725000
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1305344725000
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1305344725000
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1305344725000
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1305344725000
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1305344725000
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1305344725015
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1305344725015
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1305344725031
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1305344725031
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1305344725031
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1305344725031
started,bundle,org.eclipse.jdt.apt.core,3.3.401.R36_v20100727-0110,"org.eclipse.jdt.apt.core",1305344725031
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1305344725031
started,bundle,org.eclipse.jdt.core,3.6.1.v_A68_R36x,"org.eclipse.jdt.core",1305344725031
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1305344725031
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1305344725031
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1305344725031
started,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1305344725031
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1305344725031
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1305344725031
